Codigo Arenisca Grano_medio Grano_fino Grano_muy_fino Lodolita Lodolita_negra Limolita Tallada Pulida Bloque Canto Largo Ancho Espesor Uso Descarte Manufactura Reciclado Abastecimiento
CO_146_2_29_A_G3_9 0 0 0 0 1 0 0 1 0 0 0 2.29 2.32 0.47 1 0 0 0 0
CO_146_2_29_A_G-3_1 0 0 0 0 1 0 0 1 0 0 0 2.45 2.23 0.76 0 1 0 0 0
CO_146_2_29_A_G-3_2 0 0 0 0 1 0 0 1 0 0 0 4.02 5.74 0.95 1 0 0 0 0
CO_146_2_29_A_G-3_3 0 0 0 0 1 0 0 1 0 0 0 3.52 2.25 0.9 1 0 0 0 0
CO_146_2_29_A_G-3_4 0 0 0 0 1 0 0 1 0 0 0 2.6 3.51 0.44 1 0 0 0 0
CO_146_2_29_A_G-3_5 0 0 0 0 1 0 0 1 0 0 0 1.74 3.26 0.45 1 0 0 0 0
CO_146_2_29_A_G-3_6 0 0 0 0 1 0 0 1 0 0 0 2.76 3 2.96 0 1 0 0 0
CO_146_2_29_A_G-3_7 0 0 0 0 1 0 0 1 0 0 0 3.4 2.16 1.68 0 1 0 0 0
CO_146_2_29_A_A-3_10 0 0 0 0 1 0 0 1 0 0 0 4.36 7.63 1.84 1 0 0 0 0
CO_146_2_29_A_A-3_11 0 0 0 0 1 0 0 1 0 0 0 3.72 6,403 1.36 1 0 0 0 0
CO_146_2_29_A_A-3_12 0 0 0 0 1 0 0 1 0 0 0 4.88 9.14 1.96 0 1 0 0 0
CO_146_2_29_A_A1_4 0 0 0 0 1 0 0 1 0 0 0 2.4 4.08 0.66 1 0 0 0 0
CO_146_2_29_A_A1_6 0 0 0 0 1 0 0 1 0 0 0 2.56 5.55 1.2 1 0 0 0 0
CO_146_2_29_A_B-3 0 0 0 0 1 0 0 1 0 0 0 7.23 7.68 1.42 1 0 0 0 0
CO_146_2_29_A_B2_1 0 0 0 0 1 0 0 1 0 0 0 5.61 3.56 1.2 1 0 0 0 0
CO_146_2_29_A_A1_7 0 0 0 0 1 0 0 1 0 0 0 3.22 4.88 1.05 1 0 0 0 0
CO_146_2_29_A_A-3_13 0 0 0 0 1 0 0 1 0 0 0 5.57 4.19 1.38 1 0 0 0 0
CO_146_2_29_A_A-3_14 0 0 0 0 1 0 0 1 0 0 0 9.92 2.97 1.69 1 0 0 0 0
CO_146_2_29_A_A-3_15 0 0 0 0 1 0 0 1 0 1 0 2.32 3.16 0.6 1 0 0 0 0
CO_146_2_29_A_A-3_16 0 0 0 0 1 0 0 1 0 0 0 4.33 2.64 0.96 0 1 0 0 0
CO_146_2_29_A_A-1_4 0 0 0 0 1 0 0 1 0 0 0 2.26 5.03 0.84 1 0 0 0 0
CO_146_2_29_A_A-2_4 0 0 0 0 1 0 0 1 0 0 0 5.5 6.18 1.42 1 0 0 0 0
CO_146_2_29_A_A-2_5 0 0 0 0 1 0 0 1 0 1 0 2.62 4.98 0.69 1 0 0 0 0
CO_146_2_29_A_A-2_6 0 0 0 0 1 0 0 1 0 1 0 2.37 5.44 0.72 1 0 0 0 0
CO_146_2_29_A_A-2_7 0 0 0 0 1 0 0 1 0 0 0 7.18 7.57 1.06 1 0 0 0 0
CO_146_2_29_A_E-1_1 0 0 0 0 1 0 0 1 0 0 0 2.43 2.23 0.62 1 0 0 0 0
CO_146_2_29_A_F-1_1 0 0 0 0 1 0 0 1 0 0 0 3.82 2.8 1.32 1 0 0 0 0
CO_146_2_29_A_D-2_1 0 0 0 0 1 0 0 1 0 0 0 2.65 2.62 1.58 1 0 0 0 0
CO_146_2_29_A_D-1 0 0 0 0 1 0 0 1 0 0 0 6.1 4.02 1.24 1 0 0 0 0
CO_146_2_29_A_D-3_1 0 0 0 1 0 0 0 1 0 0 0 5.75 7.52 1.66 1 0 0 0 0
CO_146_2_29_A_A-2_10 0 0 0 0 1 0 0 1 0 0 0 3.5 2.58 0.77 1 0 0 0 0
CO_146_2_29_A_A-2_11 0 0 0 0 1 0 0 1 0 0 0 3.09 2.57 1.13 1 0 0 0 0
CO_146_2_29_A_A-2_12 0 0 0 0 1 0 0 1 0 0 0 5.23 5.45 1.23 0 1 0 0 0
CO_146_2_29_A_A-2_13 0 0 0 0 1 0 0 1 0 1 0 5.87 5.86 1.67 1 0 0 0 0
CO_146_2_29_A_A-2_14 0 0 0 0 1 0 0 1 0 0 0 4.22 2.6 0.71 1 0 0 0 0
CO_146_2_29_A_A-2_15 0 0 0 0 1 0 0 1 0 0 0 3.91 5.03 1.67 0 1 0 0 0
CO_146_2_29_A_A-2_16 0 0 0 0 1 0 0 1 0 0 0 2.8 2.1 0.98 1 0 0 0 0
CO_146_2_29_A_A-2_17 0 0 0 0 1 0 0 1 0 0 0 6.35 2.75 1.15 0 1 0 0 0
CO_146_2_29_A_A-3_20 0 0 0 0 1 0 0 1 0 1 0 5.89 4.61 2.27 0 1 0 0 0
CO_146_2_29_A_A-3_21 0 0 0 0 1 0 0 1 0 0 0 4.3 4.14 1.29 1 0 0 0 0
CO_146_2_29_A_A-3_22 0 0 0 0 1 0 0 1 0 0 0 5.22 4.05 1.34 1 0 0 0 0
CO_146_2_29_A_A-3_23 0 0 0 0 1 0 0 1 0 0 0 3.84 6.26 1.1 1 0 0 0 0
CO_146_2_29_A_A-3_24 0 0 0 0 1 0 0 1 0 0 0 6.77 4.63 0.82 1 0 0 0 0
CO_146_2_29_A_A-3_25 0 0 0 0 1 0 0 1 0 1 0 3.65 3.43 0.5 1 0 0 0 0
CO_146_2_29_A_A-3_26 0 0 0 0 1 0 0 1 0 0 0 6 4.96 1.52 1 0 0 0 0
CO_146_2_29_A_E-2_1 0 0 0 0 1 0 0 1 0 0 0 4.11 4.82 0.78 1 0 0 0 0
CO_146_2_29_A_E-2_2 0 0 0 0 1 0 0 1 0 0 0 4.18 4.82 1.07 1 0 0 0 0
CO_146_2_29_A_E-2_3 0 0 0 0 1 0 0 1 0 0 0 4.24 3.67 1.87 1 0 0 0 0
CO_146_2_29_A_E-1_2 0 0 0 0 1 0 0 1 0 0 0 8.17 6.04 2.9 0 0 1 0 0
CO_146_2_29_A_G4_1 0 0 0 0 0 0 1 1 0 1 0 3.95 5.78 1.8 1 0 0 0 0
CO_146_2_29_A_G-2_2 0 0 0 0 1 0 0 1 0 0 0 2.36 3.65 0.9 1 0 0 0 0
CO_146_2_29_A_G-2_3 0 0 0 0 1 0 0 1 0 0 0 3.82 4.02 1.61 1 0 0 0 0
CO_146_2_29_A_G-2_4 0 0 0 0 1 0 0 1 0 0 0 4.34 4.88 3.11 0 1 0 0 0
CO_146_2_29_A_G-3_14 0 0 0 0 1 0 0 1 0 0 0 2.67 2.92 0.65 1 0 0 0 0
CO_146_2_29_A_G-3_15 0 0 0 0 1 0 0 1 0 0 0 6.72 5.03 2.19 1 0 0 0 0
CO_146_2_29_A_G-3_16 0 0 0 0 1 0 0 1 0 0 0 2.64 1.96 0.62 1 0 0 0 0
CO_146_2_29_A_G-3_17 0 0 0 0 1 0 0 1 0 0 0 2.18 2.7 1.14 1 0 0 0 0
CO_146_2_29_A_G-3_18 0 0 0 0 1 0 0 1 0 0 0 4.46 4.45 1.23 1 0 0 0 0
CO_146_2_29_A_G-3_19 0 0 0 0 1 0 0 1 0 0 0 4.15 5.91 1.21 1 0 0 0 0
CO_146_2_29_A_G-3_20 0 0 0 0 1 0 0 1 0 0 0 2.07 1.75 2.37 0 1 0 0 0
CO_146_2_29_A_G-3_21 0 0 0 0 1 0 0 1 0 0 0 3.92 5.35 3.25 1 0 0 0 0
CO_146_2_29_A_G-3_22 0 0 0 0 1 0 0 1 0 0 0 4 5.07 1.27 1 0 0 0 0
CO_146_2_29_A_E4_20 0 0 0 0 1 0 0 1 0 0 0 5.83 3.9 1.22 1 0 0 0 0
CO_146_2_29_A_E4_21 0 0 0 0 1 0 0 1 0 0 0 1.16 2.51 0.46 1 0 0 0 0
CO_146_2_29_A_E4_22 0 0 0 0 1 0 0 1 0 0 0 8.86 8.9 2.27 1 0 0 0 0
CO_146_2_29_A_E4_23 0 0 0 0 1 0 0 1 0 0 0 3.02 3.71 1.29 1 0 0 0 0
CO_146_2_29_A_E4_24 0 0 0 0 1 0 0 1 0 0 0 4.09 4.83 1.29 1 0 0 0 0
CO_146_2_29_A_E4_25 0 0 0 0 1 0 0 1 0 0 0 4.82 4.47 1.16 1 0 0 0 0
CO_146_2_29_A_E4_26 0 0 0 0 1 0 0 1 0 0 0 3.42 2.06 0.64 1 0 0 0 0
CO_146_2_29_A_E4_27 0 0 0 0 1 0 0 1 0 0 0 3.05 5.93 1.44 1 0 0 0 0
CO_146_2_29_A_E4_28 0 0 0 0 1 0 0 1 0 0 0 2.53 3.05 0.38 1 0 0 0 0
CO_146_2_29_A_E4_29 0 0 0 0 1 0 0 1 0 0 0 4.22 6.49 1.12 1 0 0 0 0
CO_146_2_29_A_E4_30 0 0 0 0 1 0 0 1 0 0 0 5.05 4 1.13 1 0 0 0 0
CO_146_2_29_A_E4_31 0 0 0 0 1 0 0 1 0 0 0 1.67 2.1 0.3 1 0 0 0 0
CO_146_2_29_A_E4_32 0 0 0 0 1 0 0 1 0 0 0 5.18 5.43 1.11 0 1 0 0 0
CO_146_2_29_A_E4_33 0 0 0 0 1 0 0 1 0 0 0 3 2.29 0.93 1 0 0 0 0
CO_146_2_29_A_E4_34 0 0 0 0 1 0 0 1 0 0 0 6.22 3.47 0.87 0 1 0 0 0
CO_146_2_29_A_E4_35 0 0 0 0 1 0 0 1 0 0 0 1.74 1.62 0.57 0 1 0 0 0
CO_146_2_29_A_E4_36 0 0 0 0 1 0 0 1 0 0 0 4.65 3.9 1.73 1 0 0 0 0
CO_146_2_29_A_H-2_1 0 0 0 0 1 0 0 1 0 0 0 3.28 6.07 1.3 1 0 0 0 0
CO_146_2_29_A_H-2_2 0 0 0 0 1 0 0 1 0 0 0 2.8 2.82 0.94 1 0 0 0 0
CO_146_2_29_A_H-2_3 0 0 0 0 1 0 0 1 0 0 0 4.74 4.1 1.54 1 0 0 0 0
CO_146_2_29_A_H-2_4 0 0 0 0 1 0 0 1 0 1 0 3.89 4.45 1.74 1 0 0 0 0
CO_146_2_29_A_H-2_5 0 0 0 0 1 0 0 1 0 0 0 3.19 5.63 1.47 1 0 0 0 0
CO_146_2_29_A_H-2_6 0 0 0 0 1 0 0 1 0 0 0 2.6 2.88 1.1 1 0 0 0 0
CO_146_2_29_A_H-2_7 0 0 0 0 1 0 0 1 0 0 0 3.35 4.53 1.94 1 0 0 0 0
CO_146_2_29_A_H-2_8 0 0 0 0 1 0 0 1 0 0 0 3.69 2.42 0.93 1 0 0 0 0
CO_146_2_29_A_A1_8 0 0 0 0 1 0 0 1 0 0 0 2.32 3.04 0.63 1 0 0 0 0
CO_146_2_29_A_A1_9 0 0 0 0 1 0 0 1 0 0 0 6 4.6 1.69 0 1 0 0 0
CO_146_2_29_A_A4_1 0 0 0 0 1 0 0 1 0 1 0 3.07 2.27 1.11 1 0 0 0 0
CO_146_2_29_A_C4_1 0 0 1 0 0 0 0 1 0 0 0 4.37 9.68 2.02 1 0 0 0 0
CO_145_2_29_A_B3_3 0 0 0 0 1 0 0 1 0 0 0 3.83 5.26 1.39 0 1 0 0 0
CO_145_2_29_A_G-3_11 0 0 0 0 1 0 0 1 0 0 0 2.94 6.75 0.89 1 0 0 0 0
CO_145_2_29_A_G-2_1 0 0 0 0 1 0 0 1 0 0 0 5.47 4.78 1.52 0 1 0 0 0
CO_145_2_29_A_C1_1 0 0 0 0 1 0 0 1 0 0 0 3.98 6.05 1.8 1 0 0 0 0
CO_145_2_29_A_D-3_3 0 0 0 0 1 0 0 1 0 0 0 6.14 4.52 1.03 0 1 0 0 0
CO_145_2_29_A_D-3_4 0 0 0 0 1 0 0 1 0 0 0 4.89 9.31 2.66 1 0 0 0 0
CO_145_2_29_A_H-2_12 0 0 0 0 1 0 0 1 0 0 0 4.64 5.53 2.64 0 1 0 0 0
CO_145_2_29_A_F-2 0 0 0 0 1 0 0 1 0 0 0 4.91 4.29 2.86 0 1 0 0 0
CO_145_2_29_A_E4_16 0 0 0 0 1 0 0 1 0 0 0 7.29 5.49 0.81 1 0 0 0 0
CO_145_2_29_A_A-2_18 0 0 0 0 1 0 0 1 0 0 0 5.51 7.26 2.72 1 0 0 0 0
CO_145_2_29_A_A-3_27 0 0 0 0 1 0 0 1 0 0 0 4.65 8.6 1.3 1 0 0 0 0
CO_145_2_29_A_B1_11 0 0 0 0 1 0 0 1 0 0 0 3.03 5.35 1.95 1 0 0 0 0
CO_145_2_29_A_F4_7 0 0 0 0 1 0 0 1 0 0 0 3.36 2.95 0.53 1 0 0 0 0
CO_145_2_29_A_G5_1 0 0 0 0 0 0 1 1 0 0 0 4.4 5.94 1.46 1 0 0 0 0
CO_145_2_29_A_G5_2 0 0 0 0 0 0 1 1 0 0 0 5.49 3.5 1.27 1 0 0 0 0
CO_145_2_29_A_G5_3 0 0 0 0 0 0 1 1 0 0 0 4.59 8.27 1.78 0 1 0 0 0
CO_145_2_29_A_H5 0 0 0 0 1 0 0 1 0 0 0 5.62 7.35 2.3 1 0 0 0 0
CO_145_2_29_A_H1 0 0 0 1 0 0 0 1 0 0 0 7.89 8.72 1.99 1 0 0 0 0
CO_145_2_29_A_H2_1 0 0 0 0 1 0 0 1 0 0 0 3.76 5.22 1.19 0 1 0 0 0
CO_145_2_29_A_H2_2 0 0 0 0 1 0 0 1 0 0 0 9.66 5.49 2.17 0 1 0 0 0
CO_145_2_29_A_A-2_19 0 0 0 0 1 0 0 1 0 0 0 2.94 5.31 0.56 1 0 0 0 0
CO_145_2_29_A_F1_1 0 0 0 0 1 0 0 1 0 0 0 4.21 6 1.35 1 0 0 0 0
CO_145_2_29_A_F2 0 0 0 1 0 0 0 1 0 0 0 9.28 6.14 1.45 1 0 0 0 0
CO_145_2_29_A_G4_2 0 0 0 1 0 0 0 1 0 0 0 5.55 3.1 0.91 1 0 0 0 0
CO_145_2_29_A_G3_13 0 0 0 1 0 0 0 1 0 1 0 4.52 4.76 1.62 1 0 0 0 0
CO_145_2_29_A_G3_14 0 0 0 1 0 0 0 1 0 0 0 5.75 5.15 1.95 0 1 0 0 0
CO_145_2_29_A_A1_8 0 0 0 0 1 0 0 1 0 0 0 3.67 2.98 1.22 1 0 0 0 0
CO_145_2_29_A_B5_3 0 0 0 0 1 0 0 1 0 1 0 4.65 7.03 1.92 1 0 0 0 0
CO_145_2_29_A_B2_2 0 0 0 0 1 0 0 1 0 0 0 5.58 4.63 1.55 1 0 0 0 0
CO_145_2_29_A_C4_2 0 0 1 0 0 0 0 1 0 0 0 7 5.89 1.75 1 0 0 0 0
CO_145_2_29_A_G3_15 0 0 0 0 0 0 1 1 0 1 0 6.83 5.46 1.77 1 0 0 0 0
CO_145_2_29_A_F-1_2 0 0 0 0 1 0 0 1 0 0 0 3.32 2.48 1 1 0 0 0 0
CO_145_2_29_A_F-1_3 0 0 0 0 1 0 0 1 0 1 0 2.3 1.63 0.5 1 0 0 0 0
CO_145_2_29_A_F-1_4 0 0 0 0 1 0 0 1 0 0 0 4.13 2.92 0.55 1 0 0 0 0
CO_145_2_29_A_C5_3 0 0 0 0 1 0 0 1 0 0 0 8.31 8.45 2.29 1 0 0 0 0
CO_145_2_29_A_E4_17 0 0 0 0 1 0 0 1 0 0 0 5.24 4.22 1.76 1 0 0 0 0
CO_145_2_29_A_E4_18 0 0 0 0 1 0 0 1 0 0 0 2.87 2.6 1.51 0 1 0 0 0
CO_145_2_29_A_E4_19 0 0 0 1 0 0 0 1 0 0 0 3.77 1.4 0.34 1 0 0 0 0
CO_145_2_29_A_F1_2 0 0 0 0 1 0 0 1 0 0 0 4.6 7.64 2.35 1 0 0 0 0
CO_145_2_29_A_C1_2 0 0 1 0 0 0 0 1 0 0 0 10.43 2.68 3.34 1 0 0 0 0
CO_145_2_29_A_G1 0 0 0 0 1 0 0 1 0 0 0 5 6 1.49 0 0 0 1 0
CO_145_2_29_A_G-2_2 0 0 0 0 1 0 0 1 0 0 0 7.15 4.73 1.97 1 0 0 0 0
CO_145_2_29_A_D1 0 0 0 0 1 0 0 1 0 0 0 3.83 6.27 1.08 1 0 0 0 0
CO_145_2_29_A_A-2_20 0 0 0 0 1 0 0 1 0 0 0 3.46 4 0.52 1 0 0 0 0
CO_145_2_29_A_A-2_21 1 0 0 0 0 0 0 1 0 0 0 3.52 2.65 1.89 0 1 0 0 0
CO_145_2_29_A_A-3_28 0 0 0 0 1 0 0 1 0 0 0 4.63 4.45 2.67 1 0 0 0 0
CO_145_2_29_A_A-3_29 0 0 0 0 1 0 0 1 0 0 0 2.3 1.87 0.59 1 0 0 0 0
CO_145_2_29_A_A-3_30 0 0 0 0 1 0 0 1 0 0 0 2.92 5.39 1.8 1 0 0 0 0
CO_145_2_29_A_A-3_31 0 0 0 0 1 0 0 1 0 0 0 2.44 1.56 0.85 0 1 0 0 0
CO_145_2_29_A_A-3_32 0 0 0 0 1 0 0 1 0 0 0 4 4.52 2.24 1 0 0 0 0
CO_145_2_29_A_A-3_33 0 0 0 0 1 0 0 1 0 0 0 9.78 5.43 2.22 1 0 0 0 0
CO_145_2_29_A_A4_2 0 0 0 0 1 0 0 1 0 0 0 5.15 6.32 1.31 1 0 0 0 0
CO_145_2_29_A_A-3_34 0 0 0 0 1 0 0 1 0 0 0 2.84 3.51 0.74 1 0 0 0 0
CO_145_2_29_A_A-3_35 0 0 0 0 1 0 0 1 0 0 0 3.29 4.08 2.59 1 0 0 0 0
CO_145_2_29_A_A-3_36 0 0 0 0 1 0 0 1 0 0 0 2.94 1.59 0.5 1 0 0 0 0
CO_145_2_29_A_A-2_22 0 0 0 0 1 0 0 1 0 0 0 3.01 4.01 1.27 1 0 0 0 0
CO_148_2_29_C_G-38 0 0 0 0 1 0 0 1 0 0 0 7.79 5.47 2.65 1 0 0 0 0
CO_148_2_29_C_E-9_1 0 0 0 0 1 0 0 1 0 1 0 3.91 5.1 0.92 0 1 0 0 0
CO_148_2_29_C_B-20 0 0 0 0 1 0 0 1 0 0 0 6.07 2.93 1.76 1 0 0 0 0
CO_148_2_29_C_H-8_1 0 0 0 0 1 0 0 1 0 0 0 2.6 2.56 0.72 1 0 0 0 0
CO_148_2_29_C_H-8_2 0 0 0 0 1 0 0 1 0 0 0 3.82 3 1.1 1 0 0 0 0
CO_148_2_29_C_H-8_3 0 0 0 0 1 0 0 1 0 0 0 1.83 3 0.9 1 0 0 0 0
CO_148_2_29_C_H-21_2 0 0 0 1 0 0 0 1 0 0 0 5.45 4.56 1.28 1 0 0 0 0
CO_148_2_29_C_H-21_3 0 0 0 1 0 0 0 1 0 0 0 4.9 8.53 2.11 1 0 0 0 0
CO_148_2_29_C_H-21_5 0 0 0 1 0 0 0 1 0 0 0 8.94 7.37 1.97 1 0 0 0 0
CO_148_2_29_C_F-37_1 0 0 0 0 1 0 0 1 0 1 0 2.48 2.55 1.13 1 0 0 0 0
CO_148_2_29_C_F-37_2 0 0 0 0 1 0 0 1 0 0 0 4.6 6.52 1.38 1 0 0 0 0
CO_148_2_29_C_H-37_1 0 0 0 0 1 0 0 1 0 0 0 3.37 4.67 0.9 1 0 0 0 0
CO_148_2_29_C_H-36_1 0 0 1 0 0 0 0 1 0 0 0 6.77 4.49 0.93 1 0 0 0 0
CO_148_2_29_C_H-36_2 0 0 0 0 1 0 0 1 0 0 0 4.79 3.6 1.86 1 0 0 0 0
CO_148_2_29_C_H-36_3 0 0 0 0 1 0 0 1 0 0 0 3.94 6.72 2 0 0 0 1 0
CO_148_2_29_C_F-4 0 0 0 0 1 0 0 1 0 0 0 10.35 6.29 2.57 1 0 0 0 0
CO_148_2_29_C_E-4 1 0 0 0 0 0 0 1 0 0 0 1.8 2.37 0.77 1 0 0 0 0
CO_148_2_29_C_E-9_2 0 0 0 0 1 0 0 1 0 0 0 4.4 1.61 1.05 1 0 0 0 0
CO_148_2_29_C_E-9_3 0 0 0 0 1 0 0 1 0 1 0 7.08 5.74 1.1 0 1 0 0 0
CO_148_2_29_C_D-21 0 0 0 0 1 0 0 1 0 0 0 7.52 5.08 0.58 1 0 0 0 0
CO_148_2_29_C_F-29 0 0 0 0 1 0 0 1 0 1 0 3.18 2 0.9 1 0 0 0 0
CO_148_2_29_C_F-16_1 0 0 0 0 1 0 0 1 0 0 0 2.4 4.22 0.77 1 0 0 0 0
CO_148_2_29_C_F-16_2 0 0 0 0 1 0 0 1 0 0 0 3.05 4.93 1.65 0 1 0 0 0
CO_148_2_29_C_B-30 0 0 0 0 1 0 0 1 0 0 0 6.2 8.16 2.52 0 1 0 0 0
CO_148_2_29_C_B-27_1 0 0 1 0 0 0 0 1 0 0 0 6.67 10.76 1.95 1 0 0 0 0
CO_148_2_29_C_B-27_2 0 0 0 0 1 0 0 1 0 0 0 5.33 7.4 1.49 1 0 0 0 0
CO_148_2_29_C_H-6 0 0 0 1 0 0 0 1 0 0 0 4 4.41 0.87 1 0 0 0 0
CO_148_2_29_C_H-23_2 0 0 0 0 1 0 0 1 0 0 0 3.55 4.18 1.27 1 0 0 0 0
CO_148_2_29_C_G-16_1 0 0 0 1 0 0 0 1 0 0 0 4.03 3.89 1.07 1 0 0 0 0
CO_148_2_29_C_G-16_2 0 0 0 0 1 0 0 1 0 0 0 4.72 5.8 1 1 0 0 0 0
CO_148_2_29_C_G-16_3 0 0 0 0 1 0 0 1 0 0 0 4.27 4.93 2.34 1 0 0 0 0
CO_148_2_29_C_G-16_4 0 0 0 0 1 0 0 1 0 0 0 1.75 4.73 0.61 0 1 0 0 0
CO_148_2_29_C_G-16_5 0 0 0 1 0 0 0 1 0 0 0 7.98 5.92 2.12 0 1 0 0 0
CO_148_2_29_C_G-16_6 0 0 0 0 1 0 0 1 0 0 0 4.37 2.74 1.15 0 1 0 0 0
CO_148_2_29_C_G-16_7 0 0 0 1 0 0 0 1 0 0 0 4.3 5.96 2.32 1 0 0 0 0
CO_148_2_29_C_G-16_8 0 0 0 0 1 0 0 1 0 1 0 3.84 3.07 1.39 1 0 0 0 0
CO_148_2_29_C_G-16_9 0 0 0 0 1 0 0 1 0 0 0 1.48 3.53 0.57 1 0 0 0 0
CO_148_2_29_C_G-16_10 0 0 0 0 1 0 0 1 0 0 0 2.02 3.8 0.37 1 0 0 0 0
CO_148_2_29_C_G-16_11 0 0 0 0 1 0 0 1 0 0 0 1.88 1.64 0.3 1 0 0 0 0
CO_148_2_29_C_D-23_1 0 0 0 0 1 0 0 1 0 0 0 1.33 3.25 0.94 1 0 0 0 0
CO_148_2_29_C_D-23_2 0 0 0 0 1 0 0 1 0 0 0 1.88 5.4 0.85 1 0 0 0 0
CO_148_2_29_C_H-13 0 0 0 0 1 0 0 1 0 0 0 3.49 2.3 1.26 1 0 0 0 0
CO_148_2_29_C_F-30 0 0 0 0 1 0 0 1 0 0 0 6.57 2.38 2.06 1 0 0 0 0
CO_148_2_29_C_F-7_1 0 0 0 0 1 0 0 1 0 1 0 3.33 2.03 1.27 1 0 0 0 0
CO_148_2_29_C_E-30_1 1 0 0 0 0 0 0 1 0 0 0 18.9 14.25 3.77 1 0 0 0 0
CO_148_2_29_C_C-28 1 0 0 0 0 0 0 1 0 0 0 4.77 4.66 0.97 0 1 0 0 0
CO_148_2_29_C_F-7_2 0 0 0 0 1 0 0 1 0 0 0 5.26 4.62 0.77 1 0 0 0 0
CO_148_2_29_C_F-7_3 0 0 0 0 1 0 0 1 0 0 0 2.76 3.83 1.16 1 0 0 0 0
CO_148_2_29_C_C-31_1 0 0 0 1 0 0 0 1 0 1 0 6 5.49 1.2 1 0 0 0 0
CO_148_2_29_C_C-31_2 0 0 0 1 0 0 0 1 0 0 0 2.7 3.13 0.99 0 1 0 0 0
CO_148_2_29_C_D-31_1 0 0 1 0 0 0 0 1 0 0 0 3.92 6.03 1.24 1 0 0 0 0
CO_148_2_29_C_G-16_13 0 0 0 1 0 0 0 1 0 0 0 6.02 4.39 1.27 1 0 0 0 0
CO_148_2_29_C_G-16_14 0 0 0 1 0 0 0 1 0 0 0 3.03 2.21 2.45 0 1 0 0 0
CO_148_2_29_C_G-16_15 0 0 0 1 0 0 0 1 0 0 0 3.62 4.2 2.28 0 1 0 0 0
CO_148_2_29_C_G-16_16 0 0 0 1 0 0 0 1 0 0 0 3.44 3.79 0.84 1 0 0 0 0
CO_148_2_29_C_G-16_17 0 0 0 1 0 0 0 1 0 0 0 3.94 2.5 1.27 1 0 0 0 0
CO_148_2_29_C_G-16_18 0 0 0 1 0 0 0 1 0 0 0 3.4 2.81 0.63 1 0 0 0 0
CO_148_2_29_C_E-30_2 0 0 0 1 0 0 0 1 0 0 0 7.8 3.47 1.94 0 0 0 1 0
CO_148_2_29_C_E-37 1 0 0 0 0 0 0 1 0 0 0 6.36 7.6 2.23 1 0 0 0 0
CO_148_2_29_C_H-37_2 0 0 0 0 1 0 0 1 0 0 0 4.7 2.46 1.88 1 0 0 0 0
CO_148_2_29_C_H-36_6 0 0 0 0 1 0 0 1 0 0 0 2.6 4.7 0.35 1 0 0 0 0
CO_148_2_29_C_H-36_7 0 0 0 0 1 0 0 1 0 0 0 2.85 3.03 0.96 1 0 0 0 0
CO_148_2_29_C_H-36_8 0 0 0 0 1 0 0 1 0 0 0 5.71 5.32 1.78 1 0 0 0 0
CO_148_2_29_C_H-36_9 0 0 0 0 1 0 0 1 0 0 0 2.02 3.53 0.85 1 0 0 0 0
CO_148_2_29_C_H-36_10 0 0 0 0 1 0 0 1 0 0 0 5.23 2.22 0.74 1 0 0 0 0
CO_148_2_29_C_H-36_11 0 0 0 0 1 0 0 1 0 0 0 2.87 2.6 0.88 1 0 0 0 0
CO_148_2_29_C_H-38_1 0 0 0 0 1 0 0 1 0 0 0 3.04 3.16 1.7 1 0 0 0 0
CO_148_2_29_C_E-30_3 0 0 0 0 1 0 0 1 0 1 0 3.35 3.06 1.03 1 0 0 0 0
CO_148_2_29_C_E-33 0 0 0 0 1 0 0 1 0 1 0 3.56 2.95 1.08 1 0 0 0 0
CO_148_2_29_C_D-31_2 0 0 0 0 1 0 0 1 0 0 0 6.78 4.95 1.52 1 0 0 0 0
CO_148_2_29_C_D-34 0 0 0 0 1 0 0 1 0 0 0 4.49 6.26 1.18 1 0 0 0 0
CO_148_2_29_C_H-34 0 0 0 0 1 0 0 1 0 0 0 6.25 7.36 1.46 1 0 0 0 0
CO_148_2_29_C_H-37_3 0 0 0 0 1 0 0 1 0 0 0 3.58 2.9 1.08 1 0 0 0 0
CO_148_2_29_C_D-4 0 0 0 0 1 0 0 1 0 0 0 8.49 5.33 0.64 1 0 0 0 0
CO_148_2_29_C_G-30 0 0 0 0 1 0 0 1 0 0 0 2.69 4.88 1.28 1 0 0 0 0
CO_148_2_29_C_E-8_1 0 0 0 0 1 0 0 1 0 0 0 3.31 3.74 0.91 1 0 0 0 0
CO_148_2_29_C_F-8_1 0 0 0 0 1 0 0 1 0 0 0 1.62 3.31 0.88 1 0 0 0 0
CO_148_2_29_C_F-8_2 0 0 0 0 1 0 0 1 0 1 0 1.52 2.62 0.66 1 0 0 0 0
CO_148_2_29_C_F-8_3 0 0 0 0 1 0 0 1 0 0 0 3.13 2.45 0.63 1 0 0 0 0
CO_148_2_29_C_F-8_4 0 0 0 0 1 0 0 1 0 0 0 6 4.2 2.24 1 0 0 0 0
CO_148_2_29_C_F-8_5 0 1 0 0 0 0 0 1 0 0 0 3.57 6.14 1.96 1 0 0 0 0
CO_148_2_29_C_F-8_6 0 0 0 0 1 0 0 1 0 0 0 5.71 3.2 1.83 1 0 0 0 0
CO_148_2_29_C_F-8_7 0 0 0 0 1 0 0 1 0 0 0 2.93 2.05 0.53 1 0 0 0 0
